SMILES,Predicted_activity,Probability
Oc1ccc(Cl)c2cccnc12,0,0.9159772992134094
COc1cc(C(=O)O)c(=O)c2cc(F)c(F)c(N3CCNCC3)nc1-2,1,0.568265974521637
COc1cc(Cl)c(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc12,1,0.6698190569877625
CCn1cc(C(=O)O)c(=O)c2cn(C3CCNCC3)c(N)c21,1,0.8803500533103943
CON1CCN(C2=CC3=CC=CC(=O)C(C(=O)O)=CN(C4CC4)C3=C2F)CSC1,0,0.990352213382721
Nc1c(Cl)c(Cl)c(O)c2nc(C3CCNCC3)c(F)nc12,0,0.7398909330368042
CC(=O)OC1C(=O)C2C(C(=O)[O-])=C(Cc3ccnn3C)CSC12,0,0.9062821865081787
CCN1C=C(C(=O)O)C(=O)C2=CN(F)C(N3CCNCC3)=CN21,1,0.5314369797706604
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,1,0.9521006941795349
Cn1nnnc1SCC1=C(C(=O)O)CN2C(=O)C3NC(=O)C3=CC(=O)C2S1,1,0.8773260116577148
COc1ccc(Cc2cnc(N)nc2N)cc1Oc1ccc(Cl)c2ccccc12,1,0.6317226886749268
CCn1cc(C(=O)O)c(=O)c2nc(F)c(N3CCNCC3)cc21,1,0.9488834738731384
Cc1cn(C(=O)O)c(=O)c2cc(F)c(N3CCNCCNCC3)cc12,1,0.7914634346961975
Cc1ccc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc12,1,0.5348941087722778
CCN1C=C(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,1,0.9159485697746277
Oc1ccc2c(n1)C=CC=CC=C2,0,0.9979531764984131
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)c(F)c21,1,0.9693030118942261
Oc1cc(Cl)c(Cl)c2cccnc12,0,0.8724346160888672
CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCOC3COCl,0,0.5387044548988342
CC1=CC=C(O)C2=C(C)C(N3CCNCC3)=C(F)C12Cl,0,0.9411318302154541
Oc1cc(F)c(Cl)c2cccnc12,0,0.8569715023040771
Oc1cc(Cl)c(Cl)c2cccnc12,0,0.8724346160888672
CCn1cc(C(=O)O)c(=O)c2cc(Cl)c(N3CCN(C)CC3)nc21,1,0.8662186861038208
Cc1ccc(C(=O)O)c(=O)c2cc(F)c(N3CCNCNCC3)c(F)c12,0,0.7083251476287842
Cc1ccc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)c(F)c12,1,0.5514320135116577
Cc1cc(Cl)c(Cl)c2cccnc12,0,0.7900330424308777
CC(=O)Oc1ccc(Cl)c2nncnc12,0,0.9523324370384216
CC(=O)OC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12,1,0.927137017250061
Cc1ccc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc12,1,0.8478049635887146
CNCC=C(C(=O)c1ccc(F)cc1)C1=CC=CC(C(=O)O)=CN1C,0,0.9931601285934448
CCn1cc(C(=O)O)c(=O)c2cnn(N3CCCCC3)c21,1,0.5361437201499939
COc1cccc2cc(F)c(N3CCCNCC3)cc12,0,0.9295026659965515
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,1,0.9521006941795349
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,1,0.9521006941795349
